0.7598,-1,0
0.7598,-0.249974,0.438
0.7598,-0.251494,0.438
0.7598,-0.253013,0.876
0.7598,-0.254533,1.314
0.7598,-0.256053,1.752
0.7598,-0.257572,1.752
0.7598,-0.259092,2.19
0.7598,-0.260611,2.628
0.7598,-0.262131,2.628
0.7598,-0.263651,3.066
0.7598,-0.26517,3.942
0.7598,-0.26669,4.38
0.7598,-0.268209,5.256
0.7598,-0.269729,5.694
0.7598,-0.271249,6.132
0.7599,-0.274051,6.57
0.7598,-0.273042,6.7858
0.7598,-0.275808,6.7858
0.7596,-0.274817,4.8697
0.7596,-0.278781,3.1866
0.7596,-0.2803,3.1866
0.7594,-0.279473,1.6844
0.7593,-0.28204,0.4491
0.7592,-0.283564,0.5843
0.7589,-0.282685,1.6146
0.7587,-0.285352,1.75
0.758,-0.28044,1.3007
0.7578,-0.287957,1.0172
0.7576,-0.289271,0.7516
0.7573,-0.289611,0.537
0.757,-0.291163,0.4135
0.757,-0.296136,0.4135
0.7567,-0.294284,0.4213
0.7564,-0.295706,0.4707
0.7564,-0.30048,0.4707
0.756,-0.297133,0.5174
0.7557,-0.299801,0.5698
0.7554,-0.301524,0.5697
0.755,-0.301367,0.6092
0.7545,-0.301491,0.6297
0.7545,-0.308924,0.6297
0.7541,-0.305781,0.6292
0.7536,-0.305159,0.6435
0.7531,-0.307217,0.6207
0.7526,-0.308395,0.6324
0.7521,-0.309523,0.7175
0.7521,-0.31718,0.7175
0.7515,-0.311771,0.7063
0.7509,-0.312697,0.7263
0.7503,-0.313759,0.7467
0.7503,-0.322601,0.7467
0.7497,-0.316612,0.7816
0.7497,-0.325404,0.7816
0.749,-0.317677,0.8156
0.749,-0.328173,0.8156
0.7483,-0.321733,0.8504
0.7476,-0.321901,0.8463
0.7469,-0.323411,0.9272
0.7461,-0.323523,0.9224
0.7461,-0.3347,0.9224
0.7445,-0.315818,1.0025
0.7445,-0.337158,1.0025
0.7436,-0.32698,1.0552
0.7427,-0.327766,1.084
0.7427,-0.341031,1.084
0.7417,-0.330294,1.1047
0.7397,-0.319416,1.1472
0.7397,-0.344499,1.1472
0.7386,-0.332322,1.2438
0.7374,-0.333169,1.2864
0.7362,-0.333886,1.2827
0.7362,-0.349258,1.2827
0.735,-0.336231,1.3341
0.7337,-0.336124,1.3946
0.7324,-0.336712,1.4111
0.7311,-0.339586,1.4494
0.7297,-0.339639,1.4814
0.7297,-0.355928,1.4814
0.7283,-0.34127,1.5501
0.7267,-0.341185,1.5786
0.7251,-0.340883,1.6217
0.7235,-0.340397,1.6716
0.7235,-0.361168,1.6716
0.7219,-0.342484,1.6933
0.7201,-0.340162,1.735
0.7201,-0.364387,1.735
0.7183,-0.341492,1.8102
0.7183,-0.366675,1.8102
0.7165,-0.345301,1.8708
0.7145,-0.342683,1.9236
0.7125,-0.34299,1.9581
0.7104,-0.343367,2.0018
0.7104,-0.371236,2.0018
0.7083,-0.344241,2.0609
0.7083,-0.373387,2.0609
0.7062,-0.350053,2.104
0.7038,-0.345782,2.1692
0.7015,-0.346578,2.2377
0.699,-0.3462,2.3038
0.699,-0.377383,2.3038
0.6964,-0.346781,2.3732
0.6937,-0.34497,2.4267
0.691,-0.347404,2.4717
0.6882,-0.347079,2.5046
0.6882,-0.380788,2.5046
0.6854,-0.35258,2.5614
0.6824,-0.344356,2.6116
0.6762,-0.326206,2.7156
0.6762,-0.382329,2.7156
0.6731,-0.34395,2.7752
0.6697,-0.340437,2.8285
0.6697,-0.384241,2.8285
0.6663,-0.346607,2.8817
0.6627,-0.338628,2.9437
0.6591,-0.33966,3.0014
0.6554,-0.339538,3.0377
0.6554,-0.386192,3.0377
0.6516,-0.344255,3.1067
0.6477,-0.342203,3.142
0.6436,-0.339152,3.2134
0.6395,-0.338881,3.2616
0.6353,-0.337521,3.3152
0.6353,-0.387365,3.3152
0.631,-0.343678,3.3689
0.6264,-0.34071,3.4158
0.6218,-0.333903,3.4738
0.6171,-0.334528,3.5186
0.6123,-0.334047,3.5777
0.6123,-0.387332,3.5777
0.6075,-0.335039,3.6214
0.6023,-0.328162,3.679
0.5972,-0.332051,3.721
0.5919,-0.325364,3.782
0.5866,-0.325131,3.8219
0.5866,-0.386124,3.8219
0.5812,-0.321701,3.8835
0.5754,-0.310501,3.9221
0.5754,-0.385948,3.9221
0.5697,-0.313566,3.9829
0.5697,-0.386374,3.9829
0.5639,-0.314247,4.0248
0.5578,-0.320853,4.0808
0.5517,-0.308126,4.1247
0.5517,-0.384974,4.1247
0.5455,-0.30899,4.1802
0.539,-0.30445,4.2242
0.539,-0.384094,4.2242
0.5325,-0.303128,4.2766
0.5325,-0.384111,4.2766
0.526,-0.306097,4.3255
0.519,-0.303514,4.3731
0.5121,-0.30098,4.4229
0.5121,-0.38162,4.4229
0.5051,-0.29485,4.4727
0.4978,-0.290671,4.5196
0.4904,-0.294283,4.5694
0.4831,-0.288896,4.6189
0.4831,-0.377113,4.6189
0.4756,-0.28801,4.6681
0.4678,-0.277013,4.7141
0.4678,-0.374963,4.7141
0.46,-0.276574,4.7636
0.4517,-0.269338,4.8098
0.4517,-0.372458,4.8098
0.4436,-0.268181,4.8593
0.4436,-0.3716,4.8593
0.4354,-0.271248,4.9083
0.4268,-0.264333,4.9537
0.4183,-0.274867,5.0026
0.4097,-0.260014,5.0513
0.401,-0.247262,5.0995
0.401,-0.362739,5.0995
0.3922,-0.255484,5.148
0.383,-0.242862,5.1922
0.3738,-0.239741,5.2406
0.3645,-0.245174,5.2888
0.3645,-0.354633,5.2888
0.3553,-0.237257,5.3367
0.3553,-0.353064,5.3367
0.3459,-0.236066,5.3845
0.336,-0.22252,5.4279
0.3261,-0.224464,5.4758
0.3261,-0.346242,5.4758
0.3162,-0.229689,5.5236
0.3162,-0.344289,5.5236
0.2962,-0.0832796,5.6181
0.2962,-0.338974,5.6181
0.2866,-0.219544,5.6639
0.2763,-0.2009,5.7037
0.2659,-0.203955,5.7506
0.2554,-0.195862,5.7975
0.2554,-0.328393,5.7975
0.2449,-0.196372,5.8443
0.2449,-0.32596,5.8443
0.2236,-0.049637,5.9373
0.2124,-0.174975,5.9786
0.2021,-0.188022,6.0453
0.2021,-0.313731,6.0453
0.1919,-0.199446,6.0967
0.1814,-0.181447,6.1371
0.1714,-0.18928,6.1831
0.1622,-0.194617,6.2292
0.1622,-0.302501,6.2292
0.1541,-0.202977,6.2749
0.147,-0.217543,6.3167
0.142,-0.251285,6.3625
0.1397,-0.268732,6.4079
0.1363,-0.251858,6.497
0.1209,-0.109012,6.5411
0.1209,-0.291001,6.5411
0.1062,-0.116559,6.5857
0.0916,-0.107788,6.6273
0.0778,-0.131461,6.672
0.0778,-0.2777,6.672
0.0648,-0.107647,6.717
0.0523,-0.111552,6.7579
0.0414,-0.133476,6.8023
-0.0329,0.636277,6.8469
-0.0285,-0.29396,6.8914
-0.0285,-0.24329,6.8914
-0.0301,-0.223037,6.9295
-0.0371,-0.154786,6.9723
-0.0469,-0.122058,7.016
-0.0579,-0.0995707,7.0604
-0.0693,-0.0882248,7.1046
-0.0693,-0.229409,7.1046
-0.0806,-0.0885497,7.1483
-0.0924,-0.0679092,7.1896
-0.104,-0.0785994,7.2331
-0.104,-0.217369,7.2331
-0.1154,-0.066526,7.2766
-0.1273,-0.060685,7.3174
-0.139,-0.061496,7.3605
-0.1505,-0.0588654,7.4036
-0.1505,-0.200891,7.4036
-0.1619,-0.0535262,7.4467
-0.1739,-0.0288292,7.4867
-0.1857,-0.0360845,7.5294
-0.1857,-0.188037,7.5294
-0.1974,-0.0363604,7.594
-0.1974,-0.183445,7.594
-0.209,-0.0272915,7.6658
-0.2212,-0.0248492,7.7125
-0.2332,-0.0374451,7.7764
-0.2452,-0.0169623,7.8477
-0.2571,-0.0218204,7.919
-0.2571,-0.161197,7.919
-0.2691,-0.0144658,7.9902
-0.2816,-0.0114724,8.0367
-0.294,-0.00932738,8.0997
-0.3063,0.000675267,8.1703
-0.3063,-0.142292,8.1703
-0.3185,0.0146831,8.2407
-0.3313,0.0250274,8.2873
-0.3313,-0.132205,8.2873
-0.3438,0.0371635,8.3488
-0.3438,-0.126767,8.3488
-0.3561,0.0375448,8.4181
-0.3689,0.0432415,8.4646
-0.3815,0.0546596,8.5256
-0.3815,-0.111539,8.5256
-0.3937,0.0560253,8.5731
-0.4065,0.0677982,8.6116
-0.4065,-0.101,8.6116
-0.4189,0.0687613,8.6502
-0.4189,-0.0952945,8.6502
-0.431,0.0613828,8.6895
-0.4436,0.0706805,8.7279
-0.4436,-0.0846306,8.7279
-0.4559,0.0838425,8.7667
-0.4559,-0.0788095,8.7667
-0.4678,0.0802719,8.8056
-0.4803,0.0764783,8.844
-0.4924,0.089878,8.8826
-0.5042,0.0863366,8.9218
-0.5042,-0.0582142,8.9218
-0.5158,0.0883967,8.9609
-0.528,0.106431,8.9993
-0.5398,0.100425,9.0378
-0.5512,0.0792614,9.0761
-0.5512,-0.0375672,9.0761
-0.5626,0.0951613,9.1155
-0.5744,0.0990376,9.1747
-0.5859,0.117172,9.2215
